
                                                       █████                █████
                                                      ░░███                ░░███
     ████████    ██████   ████████    ██████   ██████  ░███████    ██████  ███████
    ░░███░░███  ░░░░░███ ░░███░░███  ███░░███ ███░░███ ░███░░███  ░░░░░███░░░███░
     ░███ ░███   ███████  ░███ ░███ ░███ ░███░███ ░░░  ░███ ░███   ███████  ░███
     ░███ ░███  ███░░███  ░███ ░███ ░███ ░███░███  ███ ░███ ░███  ███░░███  ░███ ███
     ████ █████░░████████ ████ █████░░██████ ░░██████  ████ █████░░███████  ░░█████
    ░░░░ ░░░░░  ░░░░░░░░ ░░░░ ░░░░░  ░░░░░░   ░░░░░░  ░░░░ ░░░░░  ░░░░░░░░   ░░░░░
    
Autodetected device type: cuda
2026-06-10 15:49:10,365 - nanochat.common - [32m[1mINFO[0m - Distributed world size: 1
2026-06-10 15:49:10,366 - nanochat.common - [33m[1mWARNING[0m - Peak flops undefined for: Tesla T4, MFU will show as 0%
GPU: Tesla T4 | Peak FLOPS (BF16): inf
COMPUTE_DTYPE: torch.float16 (set via NANOCHAT_DTYPE=float16)
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
WARNING: Flash Attention 3 not available, using PyTorch SDPA fallback
WARNING: Training will be less efficient without FA3
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
Vocab size: 32,768
Model config:
{
  "sequence_len": 256,
  "vocab_size": 32768,
  "n_layer": 6,
  "n_head": 6,
  "n_kv_head": 6,
  "n_embd": 384,
  "window_pattern": "L"
}
Parameter counts:
wte                     : 12,582,912
value_embeds            : 37,748,736
lm_head                 : 12,582,912
transformer_matrices    : 10,617,048
scalars                 : 38
total                   : 73,531,646
Estimated FLOPs per token: 1.462776e+08
Scaling LRs by 0.1768 for batch size 16,384 (reference: 524,288)
Scaling weight decay from 0.280000 to 0.234903 for depth 6
Scaling the LR for the AdamW parameters ∝1/√(384/768) = 1.414214
GradScaler enabled for fp16 training
Using user-provided number of iterations: 250
Total number of training tokens: 4,096,000
Tokens : Scaling params ratio: 0.18
Total training FLOPs estimate: 5.991532e+14
Tokens / micro-batch / rank: 1 x 256 = 256
Tokens / micro-batch: 256
Total batch size 16,384 => gradient accumulation steps: 64
W0610 15:49:22.905000 1717 .venv/lib/python3.10/site-packages/torch/_inductor/utils.py:1613] [0/0] Not enough SMs to use max_autotune_gemm mode
Step 00000 | Validation bpb: 3.190348
step 00000/00250 (0.00%) | loss: 10.394442 | lrm: 0.05 | dt: 43931.86ms | tok/sec: 372 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00001/00250 (0.40%) | loss: 10.393044 | lrm: 0.10 | dt: 973.54ms | tok/sec: 16,829 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00002/00250 (0.80%) | loss: 10.389017 | lrm: 0.15 | dt: 919.49ms | tok/sec: 17,818 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00003/00250 (1.20%) | loss: 10.382096 | lrm: 0.20 | dt: 926.48ms | tok/sec: 17,684 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00004/00250 (1.60%) | loss: 10.378210 | lrm: 0.25 | dt: 1020.45ms | tok/sec: 16,055 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00005/00250 (2.00%) | loss: 10.368201 | lrm: 0.30 | dt: 1174.07ms | tok/sec: 13,954 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00006/00250 (2.40%) | loss: 10.353778 | lrm: 0.35 | dt: 1069.36ms | tok/sec: 15,321 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00007/00250 (2.80%) | loss: 10.343798 | lrm: 0.40 | dt: 874.02ms | tok/sec: 18,745 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00008/00250 (3.20%) | loss: 10.311456 | lrm: 0.45 | dt: 920.99ms | tok/sec: 17,789 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00009/00250 (3.60%) | loss: 10.271533 | lrm: 0.50 | dt: 877.25ms | tok/sec: 18,676 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00010/00250 (4.00%) | loss: 10.198086 | lrm: 0.55 | dt: 933.90ms | tok/sec: 17,543 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00033/00250 (13.20%) | loss: 7.437079 | lrm: 1.00 | dt: 896.29ms | tok/sec: 18,279 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 3 | total time: 0.37m | eta: 3.5m
step 00034/00250 (13.60%) | loss: 7.440592 | lrm: 1.00 | dt: 941.58ms | tok/sec: 17,400 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 3 | total time: 0.39m | eta: 3.5m
step 00035/00250 (14.00%) | loss: 7.448672 | lrm: 1.00 | dt: 955.09ms | tok/sec: 17,154 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 3 | total time: 0.40m | eta: 3.5m
step 00036/00250 (14.40%) | loss: 7.355251 | lrm: 1.00 | dt: 878.16ms | tok/sec: 18,657 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 3 | total time: 0.42m | eta: 3.4m
step 00037/00250 (14.80%) | loss: 7.268326 | lrm: 1.00 | dt: 954.42ms | tok/sec: 17,166 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 3 | total time: 0.43m | eta: 3.4m
step 00038/00250 (15.20%) | loss: 7.161316 | lrm: 1.00 | dt: 888.50ms | tok/sec: 18,440 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 3 | total time: 0.45m | eta: 3.4m
step 00039/00250 (15.60%) | loss: 7.138425 | lrm: 1.00 | dt: 942.21ms | tok/sec: 17,388 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 4 | total time: 0.46m | eta: 3.4m
step 00040/00250 (16.00%) | loss: 7.058449 | lrm: 1.00 | dt: 880.82ms | tok/sec: 18,600 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 4 | total time: 0.48m | eta: 3.3m
step 00041/00250 (16.40%) | loss: 7.070856 | lrm: 1.00 | dt: 972.05ms | tok/sec: 16,855 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 4 | total time: 0.49m | eta: 3.3m
step 00042/00250 (16.80%) | loss: 7.014621 | lrm: 1.00 | dt: 1059.93ms | tok/sec: 15,457 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 4 | total time: 0.51m | eta: 3.3m
step 00043/00250 (17.20%) | loss: 7.011007 | lrm: 1.00 | dt: 1090.68ms | tok/sec: 15,021 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 4 | total time: 0.53m | eta: 3.3m
step 00044/00250 (17.60%) | loss: 7.025528 | lrm: 1.00 | dt: 1108.09ms | tok/sec: 14,785 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 4 | total time: 0.55m | eta: 3.3m
step 00045/00250 (18.00%) | loss: 6.972463 | lrm: 1.00 | dt: 903.22ms | tok/sec: 18,139 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 4 | total time: 0.56m | eta: 3.3m
step 00046/00250 (18.40%) | loss: 6.949277 | lrm: 1.00 | dt: 941.37ms | tok/sec: 17,404 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 4 | total time: 0.58m | eta: 3.3m
step 00047/00250 (18.80%) | loss: 6.904694 | lrm: 1.00 | dt: 874.62ms | tok/sec: 18,732 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 4 | total time: 0.59m | eta: 3.3m
step 00048/00250 (19.20%) | loss: 6.902829 | lrm: 1.00 | dt: 960.66ms | tok/sec: 17,054 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 4 | total time: 0.61m | eta: 3.2m
step 00049/00250 (19.60%) | loss: 6.946786 | lrm: 1.00 | dt: 955.77ms | tok/sec: 17,142 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 4 | total time: 0.63m | eta: 3.2m
Step 00050 | Validation bpb: 2.029336
step 00050/00250 (20.00%) | loss: 6.949181 | lrm: 1.00 | dt: 884.59ms | tok/sec: 18,521 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 4 | total time: 0.64m | eta: 3.2m
step 00051/00250 (20.40%) | loss: 6.948849 | lrm: 1.00 | dt: 942.16ms | tok/sec: 17,389 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 4 | total time: 0.66m | eta: 3.2m
step 00052/00250 (20.80%) | loss: 6.884152 | lrm: 1.00 | dt: 885.24ms | tok/sec: 18,508 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 4 | total time: 0.67m | eta: 3.2m
step 00053/00250 (21.20%) | loss: 6.889857 | lrm: 1.00 | dt: 972.02ms | tok/sec: 16,855 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 5 | total time: 0.69m | eta: 3.1m
step 00054/00250 (21.60%) | loss: 6.845140 | lrm: 1.00 | dt: 1232.85ms | tok/sec: 13,289 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 5 | total time: 0.71m | eta: 3.1m
step 00055/00250 (22.00%) | loss: 6.737589 | lrm: 1.00 | dt: 1111.09ms | tok/sec: 14,745 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 5 | total time: 0.73m | eta: 3.1m
step 00056/00250 (22.40%) | loss: 6.795097 | lrm: 1.00 | dt: 965.99ms | tok/sec: 16,960 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 5 | total time: 0.74m | eta: 3.1m
step 00057/00250 (22.80%) | loss: 6.737596 | lrm: 1.00 | dt: 880.63ms | tok/sec: 18,604 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 5 | total time: 0.76m | eta: 3.1m
step 00058/00250 (23.20%) | loss: 6.695229 | lrm: 1.00 | dt: 939.42ms | tok/sec: 17,440 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 5 | total time: 0.77m | eta: 3.1m
step 00059/00250 (23.60%) | loss: 6.721848 | lrm: 1.00 | dt: 883.77ms | tok/sec: 18,538 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 5 | total time: 0.79m | eta: 3.1m
step 00060/00250 (24.00%) | loss: 6.679608 | lrm: 1.00 | dt: 939.28ms | tok/sec: 17,443 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 5 | total time: 0.80m | eta: 3.0m
step 00061/00250 (24.40%) | loss: 6.715918 | lrm: 1.00 | dt: 974.78ms | tok/sec: 16,807 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 5 | total time: 0.82m | eta: 3.0m
step 00062/00250 (24.80%) | loss: 6.696951 | lrm: 1.00 | dt: 884.39ms | tok/sec: 18,525 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 5 | total time: 0.83m | eta: 3.0m
step 00063/00250 (25.20%) | loss: 6.698153 | lrm: 1.00 | dt: 959.36ms | tok/sec: 17,078 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 5 | total time: 0.85m | eta: 3.0m
step 00064/00250 (25.60%) | loss: 6.718963 | lrm: 1.00 | dt: 893.99ms | tok/sec: 18,326 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 5 | total time: 0.86m | eta: 3.0m
step 00065/00250 (26.00%) | loss: 6.731073 | lrm: 1.00 | dt: 925.03ms | tok/sec: 17,711 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 5 | total time: 0.88m | eta: 3.0m
step 00066/00250 (26.40%) | loss: 6.652226 | lrm: 1.00 | dt: 877.65ms | tok/sec: 18,668 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 5 | total time: 0.89m | eta: 2.9m
step 00067/00250 (26.80%) | loss: 6.583867 | lrm: 1.00 | dt: 1289.34ms | tok/sec: 12,707 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 6 | total time: 0.92m | eta: 2.9m
step 00068/00250 (27.20%) | loss: 6.506846 | lrm: 1.00 | dt: 1162.81ms | tok/sec: 14,089 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 6 | total time: 0.94m | eta: 2.9m
step 00069/00250 (27.60%) | loss: 6.510387 | lrm: 1.00 | dt: 863.70ms | tok/sec: 18,969 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 6 | total time: 0.95m | eta: 2.9m
step 00070/00250 (28.00%) | loss: 6.462830 | lrm: 1.00 | dt: 954.50ms | tok/sec: 17,164 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 6 | total time: 0.97m | eta: 2.9m
step 00071/00250 (28.40%) | loss: 6.506679 | lrm: 1.00 | dt: 891.55ms | tok/sec: 18,376 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 6 | total time: 0.98m | eta: 2.9m
step 00072/00250 (28.80%) | loss: 6.454027 | lrm: 1.00 | dt: 942.57ms | tok/sec: 17,382 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 6 | total time: 1.00m | eta: 2.9m
step 00073/00250 (29.20%) | loss: 6.420448 | lrm: 1.00 | dt: 879.50ms | tok/sec: 18,628 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 6 | total time: 1.01m | eta: 2.8m
step 00074/00250 (29.60%) | loss: 6.434589 | lrm: 1.00 | dt: 948.02ms | tok/sec: 17,282 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 6 | total time: 1.03m | eta: 2.8m
step 00075/00250 (30.00%) | loss: 6.429945 | lrm: 1.00 | dt: 981.03ms | tok/sec: 16,700 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 6 | total time: 1.04m | eta: 2.8m
step 00076/00250 (30.40%) | loss: 6.442051 | lrm: 1.00 | dt: 880.86ms | tok/sec: 18,600 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 6 | total time: 1.06m | eta: 2.8m
step 00077/00250 (30.80%) | loss: 6.480849 | lrm: 1.00 | dt: 947.56ms | tok/sec: 17,290 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 6 | total time: 1.07m | eta: 2.8m
step 00078/00250 (31.20%) | loss: 6.449518 | lrm: 1.00 | dt: 859.45ms | tok/sec: 19,063 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 6 | total time: 1.09m | eta: 2.8m
step 00079/00250 (31.60%) | loss: 6.441968 | lrm: 1.00 | dt: 1132.53ms | tok/sec: 14,466 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 6 | total time: 1.11m | eta: 2.7m
step 00080/00250 (32.00%) | loss: 6.449011 | lrm: 1.00 | dt: 1185.75ms | tok/sec: 13,817 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 7 | total time: 1.13m | eta: 2.7m
step 00081/00250 (32.40%) | loss: 6.407763 | lrm: 1.00 | dt: 980.95ms | tok/sec: 16,702 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 7 | total time: 1.14m | eta: 2.7m
step 00082/00250 (32.80%) | loss: 6.371235 | lrm: 1.00 | dt: 933.86ms | tok/sec: 17,544 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 7 | total time: 1.16m | eta: 2.7m
step 00083/00250 (33.20%) | loss: 6.390444 | lrm: 1.00 | dt: 917.57ms | tok/sec: 17,855 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 7 | total time: 1.17m | eta: 2.7m
step 00084/00250 (33.60%) | loss: 6.361908 | lrm: 1.00 | dt: 934.61ms | tok/sec: 17,530 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 7 | total time: 1.19m | eta: 2.7m
step 00085/00250 (34.00%) | loss: 6.345501 | lrm: 1.00 | dt: 874.60ms | tok/sec: 18,733 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 7 | total time: 1.20m | eta: 2.6m
step 00086/00250 (34.40%) | loss: 6.257976 | lrm: 1.00 | dt: 944.83ms | tok/sec: 17,340 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 7 | total time: 1.22m | eta: 2.6m
step 00087/00250 (34.80%) | loss: 6.262329 | lrm: 1.00 | dt: 949.18ms | tok/sec: 17,261 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 7 | total time: 1.24m | eta: 2.6m
step 00088/00250 (35.20%) | loss: 6.293535 | lrm: 1.00 | dt: 865.90ms | tok/sec: 18,921 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 7 | total time: 1.25m | eta: 2.6m
step 00089/00250 (35.60%) | loss: 6.302746 | lrm: 0.99 | dt: 971.61ms | tok/sec: 16,862 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 7 | total time: 1.27m | eta: 2.6m
step 00090/00250 (36.00%) | loss: 6.379501 | lrm: 0.99 | dt: 883.28ms | tok/sec: 18,548 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 7 | total time: 1.28m | eta: 2.6m
step 00091/00250 (36.40%) | loss: 6.379574 | lrm: 0.98 | dt: 931.78ms | tok/sec: 17,583 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 7 | total time: 1.30m | eta: 2.5m
step 00092/00250 (36.80%) | loss: 6.404187 | lrm: 0.98 | dt: 1106.57ms | tok/sec: 14,806 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 7 | total time: 1.31m | eta: 2.5m
step 00093/00250 (37.20%) | loss: 6.411253 | lrm: 0.97 | dt: 1242.90ms | tok/sec: 13,182 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 7 | total time: 1.34m | eta: 2.5m
step 00094/00250 (37.60%) | loss: 6.380247 | lrm: 0.97 | dt: 962.54ms | tok/sec: 17,021 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 8 | total time: 1.35m | eta: 2.5m
